Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Dillwynia sieberi,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,1998,1998-12-21,-33.896631,150.977972,Lansdowne,25,47,47,Lansdowne; Carysfield; Norfolk Reserve; Not in a reserve; Flood Reserve,0.050508,0.089335,-33.93576,-33.885252,150.973275,151.06261
Digitaria sanguinalis,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2011,2011-04-13,-33.951875,150.979561,Deepwater,12,9,9,Deepwater; Not in a reserve,0.077652,0.141572,-33.95243,-33.874778,150.974736,151.116308
Echinopogon intermedius,Recent,2,2023,2023-11-06,-33.910923,150.998445,The Crest Reserve,2023,2023-11-06,-33.910923,150.998445,The Crest Reserve,0,1,1,The Crest Reserve,,,,,,
Echinopogon caespitosus,Recent,2,2023,2023-11-06,-33.910923,150.998445,The Crest Reserve,1999,1999-06-28,-33.945452,150.972476,Lot 5 Prescott Parade,24,19,19,Not in a reserve; The Crest Reserve; Deepwater; Kelso Beach; Lansdowne; Norfolk Reserve; Crest; Lambeth Reserve; Walshaw Park; Lot 5 Prescott Parade,0.085669,0.089844,-33.973447,-33.887778,150.972476,151.06232
Dracophyllum secundum,Recent,2,2023,2023-09-09,-33.978303,150.999972,Not in a reserve,2023,2023-09-09,-33.978303,150.999972,Not in a reserve,0,35,35,Not in a reserve,0.00051,0.00026,-33.978303,-33.977793,150.999972,151.000232
Eragrostis leptostachya,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,25,25,25,Not in a reserve; Lansdowne; Airport Reserve; Bellevue; Kelso Beach; Louisa; Miram-Beena; Norfolk Reserve; Carysfield; Lot 5 Prescott Parade; Crest; Deepwater,0.063413,0.156975,-33.957004,-33.893591,150.971796,151.128771
Psidium guajava,Recent,2,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Pseuderanthemum variabile,Recent,2,2023,2023-11-06,-33.910923,150.998445,The Crest Reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,25,25,25,Deepwater; Not in a reserve; The Crest Reserve; Bellevue; Crest; Lansdowne; Kelso Beach,0.059634,0.026197,-33.952205,-33.892571,150.972256,150.998453
Prostanthera teretifolia,Recent,2,2023,2023-05-22,-33.97843,151.000654,Not in a reserve,2023,2023-05-22,-33.97843,151.000654,Not in a reserve,0,6,6,Not in a reserve,0.0,0.0,-33.97843,-33.97843,151.000654,151.000654
Portulaca oleracea,Recent,2,2023,2023-03-20,-33.940454,150.995817,Not in a reserve,2015,2015-03-14,-33.949172,150.974368,Deepwater,8,7,7,Deepwater; Not in a reserve,0.044629,0.170047,-33.949172,-33.904543,150.974368,151.144415
Hakea archaeoides,Recent,2,2023,2023-11-04,-33.98,151.0,Not in a reserve,2021,2021-07-16,-33.98,151.0,Not in a reserve,2,18,18,Not in a reserve,0.0,0.0,-33.98,-33.98,151.0,151.0
Guichenotia macrantha,Recent,2,2023,2023-08-11,-33.970617,151.0078,Not in a reserve,2023,2023-08-11,-33.970617,151.0078,Not in a reserve,0,7,7,Not in a reserve,0.0,0.0,-33.970617,-33.970617,151.0078,151.0078
Grevillea victoriae,Recent,2,2023,2023-09-10,-33.97765,150.999833,Not in a reserve,2023,2023-09-10,-33.97765,150.999833,Not in a reserve,0,10,10,Not in a reserve,0.0,0.0,-33.97765,-33.97765,150.999833,150.999833
Grevillea venusta,Recent,2,2023,2023-08-10,-33.978133,150.999667,Not in a reserve,2022,2022-12-08,-33.978385,150.999827,Not in a reserve,1,40,40,Not in a reserve,0.000464,0.00016,-33.978385,-33.977921,150.999667,150.999827
Grevillea tenuiloba,Recent,2,2023,2023-01-11,-33.978492,151.000008,Not in a reserve,2023,2023-01-11,-33.978492,151.000008,Not in a reserve,0,19,19,Not in a reserve,8.9e-05,0.000286,-33.978492,-33.978403,151.000008,151.000294
Grevillea sericea,Recent,2,2023,2023-08-10,-33.978442,151.000006,Not in a reserve,1999,1999-04-15,-33.974555,151.029417,Not in a reserve,24,29,29,Kelso Beach; Not in a reserve; Davies Road; Deepwater; East Hills Park; Lambeth Reserve,0.051772,0.064127,-33.980758,-33.928986,150.975958,151.040085
Grevillea lanigera,Recent,2,2023,2023-01-07,-33.978133,150.999617,Not in a reserve,2022,2022-12-11,-33.978217,150.999667,Not in a reserve,1,42,42,Not in a reserve,0.000296,0.000107,-33.978217,-33.977921,150.999617,150.999724
Grevillea insignis,Recent,2,2023,2023-01-07,-33.978166,150.999616,Not in a reserve,2023,2023-01-07,-33.978166,150.999616,Not in a reserve,0,5,5,Not in a reserve,0.0,0.0,-33.978166,-33.978166,150.999616,150.999616
Grevillea concinna,Recent,2,2023,2023-01-10,-33.978133,150.999617,Not in a reserve,2023,2023-01-10,-33.978133,150.999617,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Grevillea biternata,Recent,2,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,0,8,8,Not in a reserve,0.0,0.0,-33.978517,-33.978517,151.000033,151.000033
Goodenia hederacea,Recent,2,2023,2023-11-09,-33.90002,150.980165,Lansdowne,1998,1998-12-21,-33.904663,151.000492,Louisa,25,31,31,Not in a reserve; Lansdowne; Airport Reserve; Carysfield; Davies Road; Deepwater; East Hills Park; Louisa; Walshaw Park; Lambeth Reserve,0.106284,0.146331,-33.981062,-33.874778,150.975958,151.122289
Anthosachne scabra,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,19,8,8,Lansdowne; Deepwater; Not in a reserve,0.053931,0.022512,-33.945555,-33.891624,150.97471,150.997222
Anredera cordifolia,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2001,2001-12-21,-33.972962,150.996914,Not in a reserve,22,39,39,Not in a reserve; Deepwater; Kentucky Reserve; Miram-Beena; Virginius Reserve,0.098184,0.173118,-33.972962,-33.874778,150.974736,151.147854
Anigozanthos flavidus,Recent,2,2023,2023-10-18,-33.978334,151.000203,Not in a reserve,2022,2022-12-08,-33.977921,150.999724,Not in a reserve,1,22,22,Not in a reserve,0.000413,0.000479,-33.978334,-33.977921,150.999724,151.000203
Populus nigra,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2019,2019-06-06,-33.887291,151.047838,Not in a reserve,4,8,8,Not in a reserve,0.062125,0.035085,-33.949416,-33.887291,151.012753,151.047838
Pomaderris lanigera,Recent,2,2023,2023-09-04,-33.978133,150.999667,Not in a reserve,2008,2008-11-26,-33.955611,151.040085,Davies Road,15,17,17,Davies Road; Norfolk Reserve; Not in a reserve,0.084542,0.062943,-33.978133,-33.893591,150.999667,151.06261
Commersonia hermanniifolia,Recent,2,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,0,3,3,Not in a reserve,0.0,0.0,-33.978517,-33.978517,151.000033,151.000033
Dodonaea triquetra,Recent,2,2023,2023-08-11,-33.926667,151.1475,Not in a reserve,1999,1999-02-15,-33.893488,151.062926,Norfolk Reserve,24,61,61,Not in a reserve; Davies Road; Kentucky Reserve; Lansdowne; Norfolk Reserve; Flood Reserve; Lambeth Reserve; Salt Pan Reserve,0.100235,0.173574,-33.979368,-33.879133,150.97436,151.147934
Hedera helix,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2009,2009-04-23,-33.97967,151.00081,Not in a reserve,14,8,8,Not in a reserve; Salt Pan Reserve,0.068285,0.133574,-33.97967,-33.911385,150.996904,151.130478
Harpullia pendula,Recent,2,2023,2023-10-01,-33.978717,151.000433,Not in a reserve,2014,2014-02-05,-33.94749,150.974969,Deepwater,9,11,11,Deepwater; Not in a reserve,0.031227,0.025464,-33.978717,-33.94749,150.974969,151.000433
Banksia undata,Recent,2,2023,2023-10-17,-33.978271,150.999652,Not in a reserve,2021,2021-07-16,-33.978133,150.999667,Not in a reserve,2,59,59,Not in a reserve,0.000138,1.5e-05,-33.978271,-33.978133,150.999652,150.999667
Banksia spinulosa,Recent,2,2023,2023-05-22,-33.978786,151.000804,Not in a reserve,2000,2000-06-01,-33.928986,151.024518,Not in a reserve,23,33,33,Not in a reserve; Davies Road; Salt Pan Reserve; The River Reserve,0.085224,0.14015,-33.980667,-33.895443,151.000804,151.140954
Verbena officinalis,Recent,2,2023,2023-11-28,-33.884245,150.993082,Not in a reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,19,15,15,Carysfield; Davies Road; Deepwater; Not in a reserve; Airport Reserve,0.09006,0.059904,-33.974305,-33.884245,150.979018,151.038922
Calytrix tetragona,Recent,2,2023,2023-10-18,-33.97858,150.999825,Not in a reserve,2023,2023-10-18,-33.97858,150.999825,Not in a reserve,0,9,9,Not in a reserve,0.0,0.0,-33.97858,-33.97858,150.999825,150.999825
Calotis lappulacea,Recent,2,2023,2023-11-09,-33.90002,150.980165,Lansdowne,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,27,9,9,Lansdowne; Crest; Not in a reserve,0.037079,0.022473,-33.911035,-33.873956,150.974255,150.996728
Tradescantia pallida,Recent,2,2023,2023-03-10,-33.940454,150.995817,Not in a reserve,2023,2023-03-10,-33.940454,150.995817,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Linospadix monostachyos,Recent,2,2023,2023-10-21,-33.979283,150.999772,Not in a reserve,2023,2023-10-21,-33.979283,150.999772,Not in a reserve,0,30,30,Not in a reserve,0.000769,0.000261,-33.979283,-33.978514,150.999772,151.000033
Ligustrum sinense,Recent,2,2023,2023-11-09,-33.894252,150.977056,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,25,111,111,Deepwater; Not in a reserve; Lansdowne; Airport Reserve; Ashford Reserve; Carysfield; Crest; Kelso Creek; Kentucky Reserve; Louisa; Virginius Reserve; Lambeth Reserve; Lot 5 Prescott Parade; Kelso Beach,0.092379,0.178297,-33.97967,-33.887291,150.971275,151.149572
Lomandra multiflora,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,1999,1999-02-11,-33.900784,150.997609,Carysfield,24,44,44,Deepwater; Kelso Beach; Not in a reserve; Lansdowne; Airport Reserve; Ashford Reserve; Carysfield; Kentucky Reserve; Miram-Beena; Lambeth Reserve; Lot 5 Prescott Parade; Crest,0.093284,0.175378,-33.981062,-33.887778,150.972476,151.147854
Axonopus fissifolius,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,1999,1999-06-28,-33.902277,150.978906,Lansdowne,24,21,21,Deepwater; Carysfield; Kelso Beach; Kentucky Reserve; Norfolk Reserve; Not in a reserve; Airport Reserve; Lansdowne; Lot 5 Prescott Parade,0.087471,0.090814,-33.981062,-33.893591,150.971796,151.06261
Dianella revoluta,Recent,2,2023,2023-11-09,-33.90002,150.980165,Lansdowne,2003,2003-12-15,-33.906663,151.02667,Not in a reserve,20,38,38,Deepwater; Kelso Beach; Adept Lane Reserve; Not in a reserve; Lansdowne; Carysfield; Kentucky Reserve; Airport Reserve; Crest; Flood Reserve; Salt Pan Reserve,0.104511,0.175376,-33.979289,-33.874778,150.972478,151.147854
Banksia plagiocarpa,Recent,2,2023,2023-09-30,-33.979005,151.000619,Not in a reserve,2023,2023-09-30,-33.979005,151.000619,Not in a reserve,0,14,14,Not in a reserve,0.00056,0.000402,-33.979005,-33.978445,151.000217,151.000619
Banksia integrifolia,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2001,2001-02-16,-33.945751,151.074996,Not in a reserve,22,16,16,Davies Road; Not in a reserve,0.068521,0.167927,-33.973064,-33.904543,150.980007,151.147934
Dodonaea viscosa subsp. cuneata,Recent,2,2023,2023-11-09,-33.894252,150.977056,Lansdowne,2023,2023-11-09,-33.894252,150.977056,Lansdowne,0,1,1,Lansdowne,,,,,,
Polycarpon tetraphyllum,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2006,2006-06-05,-33.897071,151.029586,Not in a reserve,17,8,8,Kelso Beach; Miram-Beena; Not in a reserve; Deepwater,0.091432,0.069258,-33.96926,-33.877828,150.974971,151.044229
Agonis flexuosa,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2014,2014-10-15,-33.917575,151.035568,Not in a reserve,9,13,13,Not in a reserve,0.061128,0.035035,-33.978703,-33.917575,151.000533,151.035568
Ageratina adenophora,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,24,38,38,Not in a reserve; Ashford Reserve; Carysfield; Davies Road; Lansdowne; Salt Pan Reserve; Deepwater,0.10459,0.173096,-33.979368,-33.874778,150.974758,151.147854
Ranunculus lappaceus,Recent,2,2023,2023-09-30,-33.978383,150.999817,Not in a reserve,2022,2022-12-08,-33.977921,150.999724,Not in a reserve,1,15,15,Not in a reserve,0.000462,9.3e-05,-33.978383,-33.977921,150.999724,150.999817
Desmodium varians,Recent,2,2023,2023-11-06,-33.909491,150.979822,Lake Gillawarna Council Reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,25,34,34,Deepwater; Lake Gillawarna Council Reserve; Ashford Reserve; Bellevue; Lansdowne; Miram-Beena; Norfolk Reserve; Not in a reserve; Crest,0.076621,0.117565,-33.951399,-33.874778,150.970745,151.08831
Dendrobium speciosum,Recent,2,2023,2023-09-07,-33.97765,150.999833,Not in a reserve,2023,2023-09-07,-33.97765,150.999833,Not in a reserve,0,13,13,Not in a reserve,0.0,0.0,-33.97765,-33.97765,150.999833,150.999833
Dendrobium kingianum,Recent,2,2023,2023-09-23,-33.978467,151.000217,Not in a reserve,2023,2023-09-23,-33.978467,151.000217,Not in a reserve,0,19,19,Not in a reserve,0.000817,0.000384,-33.978467,-33.97765,150.999833,151.000217
Delairea odorata,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,19,9,9,Davies Road; Lambeth Reserve; Not in a reserve,0.046272,0.144248,-33.973212,-33.92694,150.998172,151.14242
Hibbertia vestita,Recent,2,2023,2023-01-11,-33.978441,151.000147,Not in a reserve,2023,2023-01-11,-33.978441,151.000147,Not in a reserve,0,3,3,Not in a reserve,0.0,0.0,-33.978441,-33.978441,151.000147,151.000147
Hibbertia scandens,Recent,2,2023,2023-01-11,-33.978474,151.000243,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,15,31,31,Not in a reserve,0.05119,0.136268,-33.980667,-33.929477,150.999724,151.135992
Hymenosporum flavum,Recent,2,2023,2023-11-04,-33.9781,151.0002,Not in a reserve,2014,2014-02-05,-33.94749,150.974969,Deepwater,9,22,22,Deepwater; Not in a reserve,0.03061,0.025231,-33.9781,-33.94749,150.974969,151.0002
Logania albiflora,Recent,2,2023,2023-11-09,-33.894252,150.977056,Lansdowne,2009,2009-08-20,-33.952073,150.981742,Kelso Beach,14,2,2,Lansdowne; Kelso Beach,0.057821,0.004686,-33.952073,-33.894252,150.977056,150.981742
Hibbertia acicularis,Recent,2,2023,2023-10-17,-33.978481,151.000034,Not in a reserve,2021,2021-07-16,-33.978481,151.000034,Not in a reserve,2,13,13,Not in a reserve,0.0,0.0,-33.978481,-33.978481,151.000034,151.000034
Hernandia bivalvis,Recent,2,2023,2023-11-04,-33.9781,151.0002,Not in a reserve,2023,2023-11-04,-33.9781,151.0002,Not in a reserve,0,16,16,Not in a reserve,0.0,0.0,-33.9781,-33.9781,151.0002,151.0002
Darwinia taxifolia,Recent,2,2023,2023-08-15,-33.97833,151.00022,Not in a reserve,2023,2023-08-15,-33.97833,151.00022,Not in a reserve,0,18,18,Not in a reserve,0.007713,0.00758,-33.97833,-33.970617,151.00022,151.0078
Rumex obtusifolius,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,2022,2022-02-11,-33.90624,151.021837,Not in a reserve,1,2,2,Lansdowne; Not in a reserve,0.009604,0.042945,-33.90624,-33.896636,150.978892,151.021837
Rumex crispus,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,19,20,20,Not in a reserve; Carysfield; Davies Road; Norfolk Reserve; Virginius Reserve,0.078417,0.095681,-33.966686,-33.888269,150.971796,151.067477
Corymbia ficifolia,Recent,2,2023,2023-04-09,-33.978197,150.999839,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,1,23,23,Not in a reserve,0.065591,0.03476,-33.978197,-33.912606,150.999617,151.034377
Correa reflexa,Recent,2,2023,2023-05-22,-33.978443,151.000093,Not in a reserve,2008,2008-11-26,-33.955611,151.040085,Davies Road,15,10,10,Deepwater; Davies Road; Not in a reserve,0.028443,0.065349,-33.978443,-33.95,150.974736,151.040085
Cotoneaster glaucophyllus,Recent,2,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,2006,2006-06-05,-33.897071,151.029586,Not in a reserve,17,13,13,Not in a reserve; Lansdowne,0.080613,0.15653,-33.967904,-33.887291,150.977407,151.133937
Corymbia gummifera,Recent,2,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,24,49,49,Not in a reserve; Davies Road; Lansdowne; Salt Pan Reserve; Lambeth Reserve,0.083991,0.168572,-33.981062,-33.897071,150.979362,151.147934
Quercus robur,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2009,2009-10-22,-33.916709,151.078032,Not in a reserve,14,3,3,Not in a reserve,0.04619,0.056195,-33.95243,-33.90624,151.021837,151.078032
Lagunaria patersonia,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2015,2015-11-23,-33.949357,150.988785,Not in a reserve,8,3,3,Not in a reserve,0.012984,0.042366,-33.949357,-33.936373,150.988785,151.031151
Lagerstroemia indica,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2015,2015-11-23,-33.945433,150.983143,Not in a reserve,8,9,9,Not in a reserve,0.032827,0.133165,-33.945433,-33.912606,150.983143,151.116308
Lactuca serriola,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,19,9,9,Carysfield; Davies Road; Kentucky Reserve; Not in a reserve; Deepwater,0.080616,0.066137,-33.97008,-33.889464,150.978,151.044137
Cryptandra amara,Recent,2,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,2023,2023-04-09,-33.978517,151.000033,Not in a reserve,0,9,9,Not in a reserve,0.0,0.0,-33.978517,-33.978517,151.000033,151.000033
Crocosmia crocosmiiflora,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2004,2004-10-08,-33.955749,151.038922,Davies Road,19,7,7,Deepwater; Davies Road; Not in a reserve,0.008281,0.066488,-33.955749,-33.947468,150.973882,151.04037
Calothamnus pinifolius,Recent,2,2023,2023-08-13,-33.978133,150.999667,Not in a reserve,2023,2023-08-13,-33.978133,150.999667,Not in a reserve,0,9,9,Not in a reserve,0.0,0.0,-33.978133,-33.978133,150.999667,150.999667
Calodendrum capense,Recent,2,2023,2023-04-19,-33.940454,150.995817,Not in a reserve,2021,2021-10-01,-33.942025,150.995881,Not in a reserve,2,3,3,Not in a reserve,0.001961,0.000112,-33.942025,-33.940064,150.995769,150.995881
Callistemon salignus,Recent,2,2023,2023-10-01,-33.978717,151.000433,Not in a reserve,1996,1996-06-03,-33.979836,151.007121,Not in a reserve,27,43,43,Deepwater; Davies Road; Lansdowne; Not in a reserve,0.102629,0.111344,-33.979836,-33.877207,150.973462,151.084806
Lepidium didymum,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Lechenaultia biloba,Recent,2,2023,2023-09-15,-33.9784,151.000006,Not in a reserve,2023,2023-09-15,-33.9784,151.000006,Not in a reserve,0,17,17,Not in a reserve,0.007783,0.007794,-33.9784,-33.970617,151.000006,151.0078
Cyperus rotundus,Recent,2,2023,2023-03-20,-33.940454,150.995817,Not in a reserve,2023,2023-03-20,-33.940454,150.995817,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus brevifolius,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2011,2011-04-13,-33.951235,150.975703,Not in a reserve,12,4,4,Not in a reserve; Miram-Beena,0.045838,0.065634,-33.95243,-33.906592,150.974736,151.04037
Cyclospermum leptophyllum,Recent,2,2023,2023-06-14,-33.95243,151.04037,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,19,20,20,Deepwater; Not in a reserve; Carysfield; Lansdowne,0.099527,0.168052,-33.974305,-33.874778,150.974368,151.14242
Banksia coccinea,Recent,2,2023,2023-10-15,-33.978567,151.000017,Not in a reserve,2023,2023-10-15,-33.978567,151.000017,Not in a reserve,0,17,17,Not in a reserve,0.0,0.0,-33.978567,-33.978567,151.000017,151.000017
Ailanthus altissima,Recent,2,2023,2023-06-21,-33.936373,151.031151,Not in a reserve,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,15,4,4,Kentucky Reserve; Not in a reserve,0.024988,0.155254,-33.936373,-33.911385,150.975224,151.130478
Acacia linifolia,Recent,2,2023,2023-05-22,-33.978868,151.000876,Not in a reserve,1999,1999-04-15,-33.974555,151.029417,Not in a reserve,24,43,43,Davies Road; Not in a reserve; Salt Pan Reserve,0.068319,0.140583,-33.978868,-33.910549,150.988188,151.128771
Brachychiton acerifolius,Recent,2,2023,2023-10-01,-33.978717,151.000433,Not in a reserve,2007,2007-04-16,-33.947905,150.972817,Deepwater,16,22,22,Deepwater; Norfolk Reserve; Not in a reserve; Salt Pan Reserve,0.085429,0.143491,-33.978717,-33.893288,150.972817,151.116308
Bothriochloa spp.,Recent,2,2023,2023-11-09,-33.894252,150.977056,Lansdowne,2023,2023-11-09,-33.894252,150.977056,Lansdowne,0,1,1,Lansdowne,,,,,,
Bothriochloa macra,Recent,2,2023,2023-11-06,-33.909491,150.979822,Lake Gillawarna Council Reserve,2007,2007-12-07,-33.921721,150.997022,Not in a reserve,16,29,29,Adept Lane Reserve; Not in a reserve; Lake Gillawarna Council Reserve; Lansdowne; The Crest Reserve; Ashford Reserve; Norfolk Reserve; Crest,0.078062,0.159088,-33.95284,-33.874778,150.974849,151.133937
Zieria smithii,Recent,2,2023,2023-10-21,-33.978601,151.000471,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,24,21,21,Lansdowne; Norfolk Reserve; Not in a reserve,0.086977,0.17271,-33.978601,-33.891624,150.97471,151.14742
Acacia boormanii,Recent,2,2023,2023-08-14,-33.970617,151.0078,Not in a reserve,2023,2023-08-14,-33.970617,151.0078,Not in a reserve,0,6,6,Not in a reserve,0.0,0.0,-33.970617,-33.970617,151.0078,151.0078
Zornia dyctiocarpa,Recent,2,2023,2023-11-09,-33.90002,150.980165,Lansdowne,2023,2023-11-09,-33.90002,150.980165,Lansdowne,0,3,3,Lansdowne,0.005768,0.003109,-33.90002,-33.894252,150.977056,150.980165
Wilsonia backhousei,Recent,2,2023,2023-05-25,-33.943416,151.03889,Salt Pan Reserve,2007,2007-06-25,-33.95108,151.040741,Salt Pan Reserve,16,4,4,Salt Pan Reserve; Virginius Reserve,0.019211,0.018776,-33.962627,-33.943416,151.021965,151.040741
Westringia longifolia,Recent,2,2023,2023-01-07,-33.978225,150.999618,Not in a reserve,2023,2023-01-07,-33.978225,150.999618,Not in a reserve,0,12,12,Not in a reserve,0.0,0.0,-33.978225,-33.978225,150.999618,150.999618
logania albiflora,Recent,2,2023,2023-11-21,-33.892129,150.974034,Lansdowne,2023,2023-11-21,-33.892129,150.974034,Lansdowne,0,2,2,Lansdowne; The Crest Reserve,0.018794,0.024411,-33.910923,-33.892129,150.974034,150.998445
Acacia parvipinnula,Recent,2,2023,2023-11-09,-33.90002,150.980165,Lansdowne,2015,2015-09-15,-33.890332,151.055229,Not in a reserve,8,2,2,Lansdowne; Not in a reserve,0.009688,0.075064,-33.90002,-33.890332,150.980165,151.055229
Juncus remotiflorus,Recent,2,2023,2023-11-09,-33.896636,150.978892,Lansdowne,2008,2008-04-28,-33.902161,150.998009,Carysfield,15,2,2,Lansdowne; Carysfield,0.005525,0.019117,-33.902161,-33.896636,150.978892,150.998009
Acacia longifolia,Recent,2,2023,2023-08-11,-33.926667,151.1475,Not in a reserve,1949,1949-08-04,-33.881964,151.00094,Not in a reserve,74,74,74,Adept Lane Reserve; Ashford Reserve; Davies Road; East Hills Park; Kelso Beach; Louisa; Not in a reserve; Salt Pan Reserve; Virginius Reserve; Deepwater,0.105889,0.169934,-33.980667,-33.874778,150.978,151.147934
Wahlenbergia gracilis,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.90796,150.995278,Crest,26,65,65,Deepwater; Lansdowne; Not in a reserve; Airport Reserve; Ashford Reserve; Carysfield; Crest; Davies Road; Kelso Beach; Norfolk Reserve; Bellevue; Lot 5 Prescott Parade; Miram-Beena,0.082226,0.145563,-33.957004,-33.874778,150.970745,151.116308
Bursaria spinosa,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1998,1998-12-21,-33.910942,150.998453,Bellevue,26,136,136,Deepwater; Kelso Beach; Lansdowne; Not in a reserve; The Crest Reserve; Airport Reserve; Ashford Reserve; Bellevue; Carysfield; Crest; Davies Road; East Hills Park; Kentucky Reserve; Louisa; Miram-Beena; Norfolk Reserve; Lambeth Reserve; Lot 5 Prescott Parade,0.095277,0.167229,-33.97441,-33.879133,150.972438,151.139667
Bromus catharticus,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2001,2001-12-21,-33.97277,150.998412,Lambeth Reserve,23,51,51,Deepwater; Not in a reserve; Carysfield; Davies Road; Kelso Creek; Kentucky Reserve; Miram-Beena; Norfolk Reserve; Virginius Reserve; Lambeth Reserve,0.098184,0.17161,-33.972962,-33.874778,150.971796,151.143406
Lantana camara,Recent,1,2024,2024-05-28,-33.89015,151.03269,Not in a reserve,1999,1999-04-21,-33.970898,151.026255,Not in a reserve,25,86,86,Not in a reserve; Lake Gillawarna Council Reserve; Airport Reserve; Ashford Reserve; Carysfield; Deepwater; Lansdowne; Norfolk Reserve; Salt Pan Reserve; Lambeth Reserve; Miram-Beena,0.087759,0.181523,-33.97505,-33.887291,150.968049,151.149572
Acacia pubescens,Recent,1,2024,2024-10-23,-33.89297,150.976842,Lansdowne,1892,1892-11-19,-33.917976,151.086437,Not in a reserve,132,4964,4964,Deepwater; Lansdowne; Adept Lane Reserve; Ashford Reserve; Bellevue; Carysfield; Crest; Davies Road; Flood Reserve; Kelso Beach; Kelso Creek; Louisa; Montgomery Reserve; Norfolk Reserve; Not in a reserve; Salt Pan Reserve; Thornton; Walshaw Park; Wattawa Reserve; Allder Pk,0.08102,0.118829,-33.955798,-33.874778,150.967608,151.086437
Robinia pseudoacacia,Recent,1,2024,2024-02-29,-33.913225,150.989012,Not in a reserve,2015,2015-11-23,-33.945433,150.983143,Not in a reserve,9,8,8,Not in a reserve,0.032208,0.161272,-33.945433,-33.913225,150.983143,151.144415
