Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Daviesia acicularis,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,0,1,1,Norfolk Reserve,,,,,,
Hibbertia pedunculata,Recent,3,2022,2022-12-13,-33.977921,150.999724,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,23,5,5,Not in a reserve,0.074366,0.096053,-33.977921,-33.903555,150.999724,151.095777
Hibbertia linearis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus involucratus,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2007,2007-12-07,-33.921721,150.997022,Not in a reserve,15,3,3,Not in a reserve,0.051986,0.007987,-33.973697,-33.921711,150.997022,151.005009
Crassula sieberiana,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Calotis cuneifolia,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,1999,1999-02-15,-33.893488,151.062926,Norfolk Reserve,23,12,12,Carysfield; Lansdowne; Norfolk Reserve; Not in a reserve,0.013433,0.119933,-33.903692,-33.890259,150.975745,151.095678
Callistemon pinifolius,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1998,1998-12-21,-33.904663,151.000492,Louisa,24,14,14,Ashford Reserve; Carysfield; Davies Road; Louisa; Not in a reserve; Airport Reserve,0.072309,0.057404,-33.97447,-33.902161,150.982681,151.040085
Pultenaea daphnoides,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,13,13,Not in a reserve; Davies Road; Salt Pan Reserve,0.029937,0.041266,-33.981062,-33.951125,150.999551,151.040817
Pultenaea villosa,Recent,3,2022,2022-12-04,-33.978217,150.999617,Not in a reserve,1999,1999-05-05,-33.931641,151.038249,Not in a reserve,23,32,32,Kelso Beach; Adept Lane Reserve; Airport Reserve; Ashford Reserve; Carysfield; Deepwater; East Hills Park; Norfolk Reserve; Not in a reserve; Lansdowne,0.086763,0.168939,-33.978217,-33.891454,150.972478,151.141417
Pterostylis nutans,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2000,2000-07-05,-33.896681,151.028616,Not in a reserve,22,3,3,Norfolk Reserve; Not in a reserve,0.033295,0.119048,-33.926583,-33.893288,151.028616,151.147664
Rhododendron lochiae,Recent,3,2022,2022-12-04,-33.978217,150.999617,Not in a reserve,2022,2022-12-04,-33.978217,150.999617,Not in a reserve,0,8,8,Not in a reserve,0.0,0.0,-33.978217,-33.978217,150.999617,150.999617
Rubus moluccanus,Recent,3,2022,2022-12-20,-33.977921,150.999724,Not in a reserve,2022,2022-12-20,-33.977921,150.999724,Not in a reserve,0,6,6,Not in a reserve,0.0,0.0,-33.977921,-33.977921,150.999724,150.999724
Acacia longissima,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2008,2008-04-30,-33.893591,151.06261,Norfolk Reserve,14,3,3,Norfolk Reserve; Not in a reserve,0.0063,0.014772,-33.893591,-33.887291,151.047838,151.06261
Xerochrysum bracteatum,Recent,3,2022,2022-12-08,-33.978341,150.999838,Not in a reserve,2006,2006-04-12,-33.973064,151.028351,Not in a reserve,16,5,5,Not in a reserve,0.005277,0.028513,-33.978341,-33.973064,150.999838,151.028351
Washingtonia filifera,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Acacia baileyana,Recent,3,2022,2022-12-20,-33.977921,150.999724,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,18,10,10,Carysfield; Norfolk Reserve; Not in a reserve,0.09063,0.079289,-33.977921,-33.887291,150.988188,151.067477
Cotula australis,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2007,2007-04-16,-33.947382,150.972256,Deepwater,15,5,5,Deepwater; Miram-Beena; Norfolk Reserve; Not in a reserve,0.061067,0.090064,-33.951399,-33.890332,150.972256,151.06232
Rumex sagittatus,Recent,3,2022,2022-03-31,-33.923478,151.144415,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,23,47,47,Deepwater; Not in a reserve; Ashford Reserve; Kentucky Reserve; Salt Pan Reserve; Virginius Reserve; Lambeth Reserve,0.08098,0.176058,-33.972761,-33.891781,150.971796,151.147854
Dampiera stricta,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2000,2000-06-01,-33.928986,151.024518,Not in a reserve,22,3,3,Not in a reserve,0.045484,0.019509,-33.97447,-33.928986,151.005009,151.024518
Verbena quadrangularis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2011,2011-04-13,-33.952058,150.980812,Deepwater,11,6,6,Deepwater; Not in a reserve,0.023131,0.030273,-33.973697,-33.950566,150.974736,151.005009
Tricoryne elatior,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,23,9,9,Deepwater; Lansdowne; Not in a reserve,0.076626,0.122133,-33.973697,-33.897071,150.973545,151.095678
Liquidambar styraciflua,Recent,3,2022,2022-08-01,-33.940064,150.995769,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,4,4,4,Not in a reserve,0.029419,0.120539,-33.942025,-33.912606,150.995769,151.116308
Elaeocarpus reticulatus,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,31,31,Deepwater; Not in a reserve; Davies Road; Kelso Creek; Lambeth Reserve,0.076519,0.175037,-33.981062,-33.904543,150.972817,151.147854
Agapanthus praecox,Recent,3,2022,2022-02-11,-33.90624,151.021837,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,14,7,7,Carysfield; Not in a reserve,0.067099,0.069071,-33.96926,-33.902161,150.975158,151.044229
Drosera spatulata,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1986,1986-10-01,-33.976178,151.00396,Not in a reserve,36,2,2,Not in a reserve,0.002481,0.001049,-33.976178,-33.973697,151.00396,151.005009
Dypsis lutescens,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Platylobium formosum,Recent,3,2022,2022-12-13,-33.935833,151.115833,Not in a reserve,2007,2007-02-27,-33.929191,151.128771,Not in a reserve,15,11,11,Not in a reserve,0.009343,0.025421,-33.936083,-33.92674,151.115367,151.140788
Pseudanthus pimeleoides,Recent,3,2022,2022-12-13,-33.977921,150.999724,Not in a reserve,2022,2022-12-13,-33.977921,150.999724,Not in a reserve,0,3,3,Not in a reserve,0.0,0.0,-33.977921,-33.977921,150.999724,150.999724
Psychotria loniceroides,Recent,3,2022,2022-12-20,-33.978614,151.000236,Not in a reserve,2022,2022-12-20,-33.978614,151.000236,Not in a reserve,0,13,13,Not in a reserve,0.0,0.0,-33.978614,-33.978614,151.000236,151.000236
Prostanthera scutellarioides,Recent,3,2022,2022-12-13,-33.977921,150.999724,Not in a reserve,2016,2016-12-17,-33.978217,150.999617,Not in a reserve,6,5,5,Not in a reserve,0.000296,0.000107,-33.978217,-33.977921,150.999617,150.999724
Syzygium moorei,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Auranticarpa rhombifolia,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Synoum glandulosum,Recent,3,2022,2022-12-20,-33.979175,150.999919,Not in a reserve,2022,2022-12-20,-33.979175,150.999919,Not in a reserve,0,4,4,Not in a reserve,0.0,0.0,-33.979175,-33.979175,150.999919,150.999919
Syzygium paniculatum,Recent,3,2022,2022-05-10,-33.936439,151.114333,Not in a reserve,1987,1987-04-23,-33.929918,151.128867,Not in a reserve,35,11,11,Not in a reserve,0.049153,0.169254,-33.967066,-33.917913,150.97841,151.147664
Dillwynia retorta,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,22,22,Not in a reserve; Salt Pan Reserve; Lambeth Reserve,0.101929,0.153793,-33.981062,-33.879133,150.987624,151.141417
Lomatia silaifolia,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-04-21,-33.970898,151.026255,Not in a reserve,23,15,15,Not in a reserve,0.054632,0.148383,-33.980758,-33.926126,150.999551,151.147934
Lomandra obliqua,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,23,27,27,Not in a reserve; Davies Road; East Hills Park; Kelso Beach; Salt Pan Reserve; Lambeth Reserve,0.077374,0.143777,-33.981062,-33.903688,150.971471,151.115248
Lomandra hystrix,Recent,3,2022,2022-12-08,-33.977921,150.999724,Not in a reserve,2022,2022-12-08,-33.977921,150.999724,Not in a reserve,0,8,8,Not in a reserve,0.0,0.0,-33.977921,-33.977921,150.999724,150.999724
Rytidosperma racemosum var. racemosum,Recent,3,2022,2022-01-28,-33.902167,150.980156,Lansdowne,1998,1998-12-21,-33.896631,150.977972,Lansdowne,24,3,3,Lansdowne,0.005541,0.002198,-33.902167,-33.896626,150.977958,150.980156
Smilax glyciphylla,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1998,1998-12-21,-33.910942,150.998453,Bellevue,24,34,34,Not in a reserve; Bellevue; Crest; Davies Road; Salt Pan Reserve; Lambeth Reserve,0.073107,0.15259,-33.981062,-33.907955,150.995264,151.147854
Grevillea stenomera,Recent,3,2022,2022-12-08,-33.978385,151.000112,Not in a reserve,2022,2022-12-08,-33.978385,151.000112,Not in a reserve,0,14,14,Not in a reserve,0.0,0.0,-33.978385,-33.978385,151.000112,151.000112
Sannantha pluriflora,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Veronica persica,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,0,1,1,Norfolk Reserve,,,,,,
Cordyline petiolaris,Recent,3,2022,2022-12-08,-33.978332,150.999827,Not in a reserve,2022,2022-12-08,-33.978332,150.999827,Not in a reserve,0,9,9,Not in a reserve,1e-06,1e-06,-33.978332,-33.978331,150.999827,150.999828
Commersonia salviifolia,Recent,3,2022,2022-12-04,-33.978217,150.999617,Not in a reserve,2022,2022-12-04,-33.978217,150.999617,Not in a reserve,0,3,3,Not in a reserve,0.0,0.0,-33.978217,-33.978217,150.999617,150.999617
Solanum americanum,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-23,-33.948872,150.974775,Deepwater,23,22,22,Deepwater; Not in a reserve; Davies Road; Kentucky Reserve; Lansdowne; Lot 5 Prescott Parade,0.082575,0.069891,-33.973697,-33.891122,150.971796,151.041687
Bauera rubioides,Recent,3,2022,2022-12-17,-33.978367,150.999849,Not in a reserve,2022,2022-12-17,-33.978367,150.999849,Not in a reserve,0,9,9,Not in a reserve,0.0,0.0,-33.978367,-33.978367,150.999849,150.999849
Scaevola albida,Recent,3,2022,2022-12-13,-33.977921,150.999724,Not in a reserve,2004,2004-01-16,-33.910549,150.988188,Not in a reserve,18,5,5,Not in a reserve,0.067618,0.012429,-33.977921,-33.910303,150.987295,150.999724
Commersonia dasyphylla,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,1999,1999-02-15,-33.893488,151.062926,Norfolk Reserve,23,14,14,Lansdowne; Norfolk Reserve; Crest; Flood Reserve; Not in a reserve; Deepwater,0.061095,0.089651,-33.95152,-33.890425,150.973275,151.062926
Diploglottis australis,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2,2,2,Not in a reserve,0.06516,0.037473,-33.977766,-33.912606,150.996904,151.034377
Pomaderris intermedia,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2001,2001-12-21,-33.972089,150.995906,Lambeth Reserve,21,5,5,Not in a reserve; Lambeth Reserve,0.038141,0.120483,-33.973697,-33.935556,150.995906,151.116389
Galium aparine,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2000,2000-06-29,-33.940003,151.08831,Not in a reserve,22,31,31,Deepwater; Not in a reserve; Amaroo; Davies Road; Kelso Creek; Virginius Reserve,0.095869,0.159732,-33.973697,-33.877828,150.971796,151.131528
Gahnia clarkei,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2008,2008-02-14,-33.973846,151.004433,Not in a reserve,14,4,4,Not in a reserve,0.037763,0.110934,-33.973846,-33.936083,151.004433,151.115367
Phyllanthus hirtellus,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,20,20,Not in a reserve; Carysfield; Davies Road; East Hills Park; Lambeth Reserve,0.084381,0.05765,-33.981062,-33.896681,150.982435,151.040085
Phragmites australis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2001,2001-12-21,-33.972962,150.996914,Not in a reserve,21,47,47,Deepwater; Ashford Reserve; Carysfield; Davies Road; East Hills Park; Kentucky Reserve; Lambeth Reserve; Miram-Beena; Not in a reserve; Salt Pan Reserve; Virginius Reserve; Lansdowne; Kelso Beach,0.084036,0.175741,-33.973697,-33.889661,150.968563,151.144304
Lomandra confertifolia,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,23,13,13,Carysfield; Norfolk Reserve; Not in a reserve; Lambeth Reserve,0.087774,0.099761,-33.981062,-33.893288,150.995917,151.095678
Ludwigia peruviana,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2019,2019-04-12,-33.978226,151.004102,Not in a reserve,3,3,3,Not in a reserve,0.090935,0.043736,-33.978226,-33.887291,151.004102,151.047838
Grevillea mucronulata,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-04-21,-33.970898,151.026255,Not in a reserve,23,5,5,Davies Road; Not in a reserve,0.025056,0.035076,-33.980667,-33.955611,151.005009,151.040085
Grevillea linearifolia,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2010,2010-12-14,-33.976092,151.007833,Not in a reserve,12,5,5,Not in a reserve,0.004873,0.032896,-33.976092,-33.971219,151.005009,151.037905
Persoonia levis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-04-21,-33.970898,151.026255,Not in a reserve,23,19,19,Not in a reserve; Davies Road; East Hills Park; Lambeth Reserve,0.025056,0.057982,-33.980667,-33.955611,150.982435,151.040417
Cassinia uncata,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,21,9,9,Deepwater; Norfolk Reserve; Not in a reserve; Lambeth Reserve,0.08196,0.087584,-33.972761,-33.890801,150.974736,151.06232
Cassinia aureonitens,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,14,3,3,Not in a reserve,0.007061,0.013267,-33.980758,-33.973697,150.999551,151.012818
Syzygium smithii,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2004,2004-10-08,-33.909349,150.994229,Crest,18,8,8,Not in a reserve; Crest,0.084078,0.061,-33.97441,-33.890332,150.994229,151.055229
Lophostemon confertus,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2008,2008-02-13,-33.946827,150.972747,Deepwater,14,26,26,Deepwater; Not in a reserve,0.079395,0.143561,-33.966686,-33.887291,150.972747,151.116308
Eucalyptus alligatrix,Recent,3,2022,2022-08-01,-33.940064,150.995769,Not in a reserve,2022,2022-08-01,-33.940064,150.995769,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cissus alata,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Austromyrtus dulcis,Recent,3,2022,2022-12-20,-33.978425,150.999785,Not in a reserve,2022,2022-12-20,-33.978425,150.999785,Not in a reserve,0,8,8,Not in a reserve,0.000504,6.1e-05,-33.978425,-33.977921,150.999724,150.999785
Eucalyptus baueriana,Recent,3,2022,2022-05-24,-33.951428,150.976275,Deepwater,1999,1999-06-23,-33.948872,150.974775,Deepwater,23,68,68,Deepwater; Davies Road; East Hills Park; Kentucky Reserve; Lambeth Reserve; Lansdowne; Miram-Beena; Not in a reserve; Norfolk Reserve; Lot 5 Prescott Parade,0.07907,0.094137,-33.971663,-33.892593,150.968563,151.0627
Stenocarpus sinuatus,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2014,2014-02-05,-33.94749,150.974969,Deepwater,8,4,4,Deepwater; Not in a reserve,0.042947,0.063272,-33.94749,-33.904543,150.974969,151.038241
Acer negundo,Recent,3,2022,2022-03-31,-33.923478,151.144415,Not in a reserve,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,18,5,5,Not in a reserve; Virginius Reserve,0.075107,0.153713,-33.964571,-33.889464,150.990702,151.144415
Stenanthera pinifolia,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2006,2006-11-27,-33.97194,151.032868,Not in a reserve,16,5,5,Not in a reserve,0.009448,0.027859,-33.980667,-33.971219,151.005009,151.032868
Banksia serrata,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,28,28,Not in a reserve; Davies Road; Salt Pan Reserve,0.093771,0.131577,-33.981062,-33.887291,150.996904,151.128481
Acacia terminalis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,23,47,47,Not in a reserve; Davies Road; East Hills Park; Salt Pan Reserve; Lambeth Reserve; Monash Reserve,0.054463,0.164924,-33.981062,-33.926599,150.982435,151.147359
Ficus rubiginosa,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,13,5,5,Not in a reserve,0.057161,0.123183,-33.966686,-33.909525,151.010754,151.133937
Amyema gaudichaudii,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,1996,1996-05-28,-33.877614,150.986799,Not in a reserve,26,14,14,Carysfield; Kentucky Reserve; Louisa; Norfolk Reserve; Not in a reserve; Ashford Reserve,0.058301,0.083211,-33.932257,-33.873956,150.979715,151.062926
Eucalyptus fibrosa,Recent,3,2022,2022-08-24,-33.893288,151.06232,Norfolk Reserve,1998,1998-12-21,-33.904663,151.000492,Louisa,24,104,104,Deepwater; Kelso Beach; Ashford Reserve; Carysfield; Crest; Kentucky Reserve; Louisa; Norfolk Reserve; Not in a reserve; Walshaw Park; Lansdowne,0.093126,0.09811,-33.967904,-33.874778,150.9746,151.07271
Eucalyptus crebra,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,1999,1999-06-23,-33.94661,150.974342,Deepwater,23,22,22,Adept Lane Reserve; Lansdowne; Not in a reserve; Deepwater; Lot 5 Prescott Parade,0.071832,0.082753,-33.94661,-33.874778,150.972476,151.055229
Eucalyptus cladocalyx,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Eucalyptus scoparia,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2014,2014-08-27,-33.93791,151.041047,Not in a reserve,8,13,13,Not in a reserve,0.060703,0.126812,-33.93791,-33.877207,150.989496,151.116308
Chrysanthemoides monilifera,Recent,3,2022,2022-05-01,-33.949972,151.060472,Not in a reserve,2000,2000-07-05,-33.896681,151.028616,Not in a reserve,22,29,29,Deepwater; Airport Reserve; Kentucky Reserve; Not in a reserve; Lambeth Reserve,0.087765,0.142981,-33.975056,-33.887291,150.973327,151.116308
Gamochaeta coarctata,Recent,3,2022,2022-11-04,-33.877828,150.988911,Not in a reserve,2011,2011-04-13,-33.951235,150.975703,Not in a reserve,11,4,4,Not in a reserve,0.074192,0.01476,-33.951399,-33.877207,150.974736,150.989496
Gleditsia triacanthos,Recent,3,2022,2022-03-21,-33.912606,151.034377,Not in a reserve,2016,2016-06-22,-33.911385,151.130478,Not in a reserve,6,2,2,Not in a reserve,0.001221,0.096101,-33.912606,-33.911385,151.034377,151.130478
Glossocardia bidens,Recent,3,2022,2022-01-28,-33.901051,150.980391,Lansdowne,2022,2022-01-28,-33.901051,150.980391,Lansdowne,0,1,1,Lansdowne,,,,,,
Alocasia brisbanensis,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Actinotus minor,Recent,3,2022,2022-11-18,-33.973697,151.005009,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,14,6,6,Not in a reserve,0.009448,0.023814,-33.980667,-33.971219,151.005009,151.028823
Eucalyptus nicholii,Recent,3,2022,2022-11-04,-33.877828,150.988911,Not in a reserve,2009,2009-04-16,-33.931844,151.036664,Adept Lane Reserve,13,5,5,Adept Lane Reserve; Not in a reserve,0.054637,0.127397,-33.931844,-33.877207,150.988911,151.116308
